"Time","Found","Snow","Colour","Age","Hobby","Rank","Series","ParticipantID"
2.711,"Yes",TRUE,"Brown",56,"Yes",5,7,321
55.818,"Yes",FALSE,"Brown",56,"Yes",6,7,321
3.797,"Yes",TRUE,"Grey",56,"Yes",7,7,321
6.772,"Yes",FALSE,"Grey",56,"Yes",8,7,321
60,"No",FALSE,"Grey",NA,"No",1,8,322
4.416,"Yes",TRUE,"Brown",NA,"No",2,8,322
60,"No",TRUE,"Grey",NA,"No",3,8,322
30.528,"Yes",FALSE,"Brown",NA,"No",4,8,322
2.966,"Yes",TRUE,"Brown",NA,"No",5,8,322
27.346,"Yes",FALSE,"Grey",NA,"No",6,8,322
3.384,"Yes",FALSE,"Brown",NA,"No",7,8,322
60,"No",TRUE,"Grey",NA,"No",8,8,322
2.908,"Yes",TRUE,"Grey",67,"Yes",1,2,323
3.032,"Yes",FALSE,"Brown",67,"Yes",2,2,323
7.184,"Yes",FALSE,"Grey",67,"Yes",3,2,323
3.992,"Yes",TRUE,"Brown",67,"Yes",4,2,323
3.326,"Yes",FALSE,"Brown",67,"Yes",5,2,323
60,"No",TRUE,"Grey",67,"Yes",6,2,323
4.73,"Yes",TRUE,"Brown",67,"Yes",7,2,323
25.646,"Yes",FALSE,"Grey",67,"Yes",8,2,323
11.334,"Yes",TRUE,"Grey",58,"Yes",1,5,324
60,"No",FALSE,"Grey",58,"Yes",2,5,324
9.049,"Yes",TRUE,"Brown",58,"Yes",3,5,324
52.62,"Yes",FALSE,"Brown",58,"Yes",4,5,324
10.317,"Yes",FALSE,"Brown",58,"Yes",5,5,324
20.691,"Yes",TRUE,"Grey",58,"Yes",6,5,324
56.748,"Yes",FALSE,"Grey",58,"Yes",7,5,324
29.276,"Yes",TRUE,"Brown",58,"Yes",8,5,324
8.475,"Yes",FALSE,"Grey",39,"Yes",1,8,325
2.785,"Yes",TRUE,"Brown",39,"Yes",2,8,325
2.844,"Yes",TRUE,"Grey",39,"Yes",3,8,325
5.522,"Yes",FALSE,"Brown",39,"Yes",4,8,325
1.15,"Yes",TRUE,"Brown",39,"Yes",5,8,325
3.59,"Yes",FALSE,"Grey",39,"Yes",6,8,325
1.219,"Yes",FALSE,"Brown",39,"Yes",7,8,325
60,"No",TRUE,"Grey",39,"Yes",8,8,325
3.125,"Yes",TRUE,"Brown",51,"Yes",1,7,326
15.057,"Yes",TRUE,"Grey",51,"Yes",2,7,326
3.057,"Yes",FALSE,"Brown",51,"Yes",3,7,326
6.606,"Yes",FALSE,"Grey",51,"Yes",4,7,326
2.265,"Yes",TRUE,"Brown",51,"Yes",5,7,326
3.865,"Yes",FALSE,"Brown",51,"Yes",6,7,326
7.758,"Yes",TRUE,"Grey",51,"Yes",7,7,326
3.596,"Yes",FALSE,"Grey",51,"Yes",8,7,326
7.016,"Yes",TRUE,"Grey",31,"Yes",1,6,327
6.208,"Yes",FALSE,"Brown",31,"Yes",2,6,327
3.58,"Yes",FALSE,"Grey",31,"Yes",3,6,327
5.198,"Yes",TRUE,"Brown",31,"Yes",4,6,327
4.258,"Yes",FALSE,"Brown",31,"Yes",5,6,327
1.622,"Yes",TRUE,"Grey",31,"Yes",6,6,327
1.348,"Yes",TRUE,"Brown",31,"Yes",7,6,327
60,"No",FALSE,"Grey",31,"Yes",8,6,327
2.901,"Yes",TRUE,"Grey",64,"No",1,6,328
9.159,"Yes",FALSE,"Brown",64,"No",2,6,328
7.978,"Yes",FALSE,"Grey",64,"No",3,6,328
10.518,"Yes",TRUE,"Brown",64,"No",4,6,328
17.012,"Yes",FALSE,"Brown",64,"No",5,6,328
3.956,"Yes",TRUE,"Grey",64,"No",6,6,328
25.489,"Yes",TRUE,"Brown",64,"No",7,6,328
60,"No",FALSE,"Grey",64,"No",8,6,328
29.075,"Yes",TRUE,"Grey",53,"Yes",1,1,329
25.426,"Yes",FALSE,"Grey",53,"Yes",2,1,329
3.971,"Yes",TRUE,"Brown",53,"Yes",3,1,329
60,"No",FALSE,"Brown",53,"Yes",4,1,329
10.182,"Yes",FALSE,"Brown",53,"Yes",5,1,329
2.602,"Yes",TRUE,"Grey",53,"Yes",6,1,329
3.831,"Yes",FALSE,"Grey",53,"Yes",7,1,329
60,"No",TRUE,"Brown",53,"Yes",8,1,329
7.172,"Yes",TRUE,"Grey",50,"Yes",1,6,330
4.046,"Yes",FALSE,"Brown",50,"Yes",2,6,330
2.368,"Yes",FALSE,"Grey",50,"Yes",3,6,330
5.362,"Yes",TRUE,"Brown",50,"Yes",4,6,330
5.18,"Yes",FALSE,"Brown",50,"Yes",5,6,330
3.832,"Yes",TRUE,"Grey",50,"Yes",6,6,330
1.678,"Yes",TRUE,"Brown",50,"Yes",7,6,330
8.972,"Yes",FALSE,"Grey",50,"Yes",8,6,330
8.475,"Yes",TRUE,"Grey",42,"No",1,6,331
11.435,"Yes",FALSE,"Brown",42,"No",2,6,331
7.137,"Yes",FALSE,"Grey",42,"No",3,6,331
11.751,"Yes",TRUE,"Brown",42,"No",4,6,331
8.21,"Yes",FALSE,"Brown",42,"No",5,6,331
10.751,"Yes",TRUE,"Grey",42,"No",6,6,331
5.404,"Yes",TRUE,"Brown",42,"No",7,6,331
60,"No",FALSE,"Grey",42,"No",8,6,331
22.551,"Yes",TRUE,"Grey",28,"No",1,1,332
7.259,"Yes",FALSE,"Grey",28,"No",2,1,332
7.156,"Yes",TRUE,"Brown",28,"No",3,1,332
16.091,"Yes",FALSE,"Brown",28,"No",4,1,332
3.452,"Yes",FALSE,"Brown",28,"No",5,1,332
1.922,"Yes",TRUE,"Grey",28,"No",6,1,332
2.01,"Yes",FALSE,"Grey",28,"No",7,1,332
60,"No",TRUE,"Brown",28,"No",8,1,332
1.817,"Yes",TRUE,"Grey",62,"No",1,2,333
3.121,"Yes",FALSE,"Brown",62,"No",2,2,333
2.967,"Yes",FALSE,"Grey",62,"No",3,2,333
1.979,"Yes",TRUE,"Brown",62,"No",4,2,333
3.285,"Yes",FALSE,"Brown",62,"No",5,2,333
60,"No",TRUE,"Grey",62,"No",6,2,333
3.159,"Yes",TRUE,"Brown",62,"No",7,2,333
52.885,"Yes",FALSE,"Grey",62,"No",8,2,333
13.862,"Yes",FALSE,"Grey",68,"Yes",1,8,334
15.646,"Yes",TRUE,"Brown",68,"Yes",2,8,334
6.634,"Yes",TRUE,"Grey",68,"Yes",3,8,334
50.17,"Yes",FALSE,"Brown",68,"Yes",4,8,334
4.284,"Yes",TRUE,"Brown",68,"Yes",5,8,334
9.758,"Yes",FALSE,"Grey",68,"Yes",6,8,334
3.078,"Yes",FALSE,"Brown",68,"Yes",7,8,334
60,"No",TRUE,"Grey",68,"Yes",8,8,334
2.666,"Yes",TRUE,"Brown",29,"Yes",1,3,335
60,"No",TRUE,"Grey",29,"Yes",2,3,335
2.054,"Yes",FALSE,"Brown",29,"Yes",3,3,335
12.954,"Yes",FALSE,"Grey",29,"Yes",4,3,335
3.642,"Yes",TRUE,"Brown",29,"Yes",5,3,335
3.554,"Yes",FALSE,"Brown",29,"Yes",6,3,335
2.906,"Yes",TRUE,"Grey",29,"Yes",7,3,335
3.426,"Yes",FALSE,"Grey",29,"Yes",8,3,335
2.807,"Yes",TRUE,"Brown",56,"Yes",1,3,336
60,"No",TRUE,"Grey",56,"Yes",2,3,336
2.238,"Yes",FALSE,"Brown",56,"Yes",3,3,336
19.954,"Yes",FALSE,"Grey",56,"Yes",4,3,336
3.145,"Yes",TRUE,"Brown",56,"Yes",5,3,336
6.334,"Yes",FALSE,"Brown",56,"Yes",6,3,336
3.831,"Yes",TRUE,"Grey",56,"Yes",7,3,336
3.045,"Yes",FALSE,"Grey",56,"Yes",8,3,336
3.566,"Yes",FALSE,"Grey",37,"No",1,4,337
3.341,"Yes",TRUE,"Brown",37,"No",2,4,337
3.318,"Yes",TRUE,"Grey",37,"No",3,4,337
60,"No",FALSE,"Brown",37,"No",4,4,337
2.003,"Yes",TRUE,"Brown",37,"No",5,4,337
5.774,"Yes",FALSE,"Grey",37,"No",6,4,337
4.433,"Yes",FALSE,"Brown",37,"No",7,4,337
4.181,"Yes",TRUE,"Grey",37,"No",8,4,337
6.362,"Yes",FALSE,"Grey",35,"Yes",1,8,338
2.595,"Yes",TRUE,"Brown",35,"Yes",2,8,338
1.788,"Yes",TRUE,"Grey",35,"Yes",3,8,338
3.843,"Yes",FALSE,"Brown",35,"Yes",4,8,338
1.31,"Yes",TRUE,"Brown",35,"Yes",5,8,338
3.754,"Yes",FALSE,"Grey",35,"Yes",6,8,338
1.187,"Yes",FALSE,"Brown",35,"Yes",7,8,338
15.135,"Yes",TRUE,"Grey",35,"Yes",8,8,338
22.134,"Yes",TRUE,"Grey",58,"Yes",1,1,339
13.476,"Yes",FALSE,"Grey",58,"Yes",2,1,339
3.208,"Yes",TRUE,"Brown",58,"Yes",3,1,339
2.058,"Yes",FALSE,"Brown",58,"Yes",4,1,339
13.116,"Yes",FALSE,"Brown",58,"Yes",5,1,339
2.096,"Yes",TRUE,"Grey",58,"Yes",6,1,339
2.43,"Yes",FALSE,"Grey",58,"Yes",7,1,339
60,"No",TRUE,"Brown",58,"Yes",8,1,339
4.384,"Yes",FALSE,"Grey",28,"Yes",1,4,340
6.61,"Yes",TRUE,"Brown",28,"Yes",2,4,340
2.396,"Yes",TRUE,"Grey",28,"Yes",3,4,340
6.178,"Yes",FALSE,"Brown",28,"Yes",4,4,340
1.7,"Yes",TRUE,"Brown",28,"Yes",5,4,340
1.848,"Yes",FALSE,"Grey",28,"Yes",6,4,340
3.547,"Yes",FALSE,"Brown",28,"Yes",7,4,340
4.817,"Yes",TRUE,"Grey",28,"Yes",8,4,340
2.242,"Yes",TRUE,"Grey",30,"Yes",1,2,341
3.048,"Yes",FALSE,"Brown",30,"Yes",2,2,341
4.164,"Yes",FALSE,"Grey",30,"Yes",3,2,341
2.208,"Yes",TRUE,"Brown",30,"Yes",4,2,341
1.976,"Yes",FALSE,"Brown",30,"Yes",5,2,341
60,"No",TRUE,"Grey",30,"Yes",6,2,341
4.264,"Yes",TRUE,"Brown",30,"Yes",7,2,341
31.47,"Yes",FALSE,"Grey",30,"Yes",8,2,341
16.04,"Yes",TRUE,"Grey",63,"Yes",1,1,342
60,"No",FALSE,"Grey",63,"Yes",2,1,342
5.582,"Yes",TRUE,"Brown",63,"Yes",3,1,342
60,"No",FALSE,"Brown",63,"Yes",4,1,342
3.65,"Yes",FALSE,"Brown",63,"Yes",5,1,342
4.664,"Yes",TRUE,"Grey",63,"Yes",6,1,342
4.31,"Yes",FALSE,"Grey",63,"Yes",7,1,342
60,"No",TRUE,"Brown",63,"Yes",8,1,342
7.921,"Yes",TRUE,"Brown",44,"Yes",1,7,343
9.678,"Yes",TRUE,"Grey",44,"Yes",2,7,343
7.381,"Yes",FALSE,"Brown",44,"Yes",3,7,343
8.897,"Yes",FALSE,"Grey",44,"Yes",4,7,343
2.938,"Yes",TRUE,"Brown",44,"Yes",5,7,343
17.517,"Yes",FALSE,"Brown",44,"Yes",6,7,343
3.783,"Yes",TRUE,"Grey",44,"Yes",7,7,343
2.205,"Yes",FALSE,"Grey",44,"Yes",8,7,343
60,"No",TRUE,"Grey",NA,"No",1,6,344
60,"No",FALSE,"Brown",NA,"No",2,6,344
9.176,"Yes",FALSE,"Grey",NA,"No",3,6,344
60,"No",TRUE,"Brown",NA,"No",4,6,344
9.963,"Yes",FALSE,"Brown",NA,"No",5,6,344
22.813,"Yes",TRUE,"Grey",NA,"No",6,6,344
60,"No",TRUE,"Brown",NA,"No",7,6,344
60,"No",FALSE,"Grey",NA,"No",8,6,344
13.714,"Yes",FALSE,"Grey",26,"Yes",1,4,345
31.836,"Yes",TRUE,"Brown",26,"Yes",2,4,345
1.882,"Yes",TRUE,"Grey",26,"Yes",3,4,345
12.502,"Yes",FALSE,"Brown",26,"Yes",4,4,345
4.602,"Yes",TRUE,"Brown",26,"Yes",5,4,345
2.05,"Yes",FALSE,"Grey",26,"Yes",6,4,345
4.272,"Yes",FALSE,"Brown",26,"Yes",7,4,345
5.83,"Yes",TRUE,"Grey",26,"Yes",8,4,345
6.038,"Yes",TRUE,"Grey",29,"No",1,1,346
31.882,"Yes",FALSE,"Grey",29,"No",2,1,346
4.206,"Yes",TRUE,"Brown",29,"No",3,1,346
60,"No",FALSE,"Brown",29,"No",4,1,346
14.338,"Yes",FALSE,"Brown",29,"No",5,1,346
3.662,"Yes",TRUE,"Grey",29,"No",6,1,346
2.868,"Yes",FALSE,"Grey",29,"No",7,1,346
60,"No",TRUE,"Brown",29,"No",8,1,346
1.946,"Yes",TRUE,"Brown",61,"Yes",1,3,347
60,"No",TRUE,"Grey",61,"Yes",2,3,347
2.682,"Yes",FALSE,"Brown",61,"Yes",3,3,347
2.646,"Yes",FALSE,"Grey",61,"Yes",4,3,347
3.368,"Yes",TRUE,"Brown",61,"Yes",5,3,347
7.032,"Yes",FALSE,"Brown",61,"Yes",6,3,347
3.88,"Yes",TRUE,"Grey",61,"Yes",7,3,347
2.464,"Yes",FALSE,"Grey",61,"Yes",8,3,347
2.764,"Yes",FALSE,"Grey",70,"No",1,4,348
60,"No",TRUE,"Brown",70,"No",2,4,348
60,"No",TRUE,"Grey",70,"No",3,4,348
60,"No",FALSE,"Brown",70,"No",4,4,348
2.646,"Yes",TRUE,"Brown",70,"No",5,4,348
3.728,"Yes",FALSE,"Grey",70,"No",6,4,348
5.532,"Yes",FALSE,"Brown",70,"No",7,4,348
60,"No",TRUE,"Grey",70,"No",8,4,348
2.444,"Yes",TRUE,"Brown",54,"No",1,7,349
2.785,"Yes",TRUE,"Grey",54,"No",2,7,349
1.829,"Yes",FALSE,"Brown",54,"No",3,7,349
3.933,"Yes",FALSE,"Grey",54,"No",4,7,349
2.832,"Yes",TRUE,"Brown",54,"No",5,7,349
15.049,"Yes",FALSE,"Brown",54,"No",6,7,349
6.088,"Yes",TRUE,"Grey",54,"No",7,7,349
2.766,"Yes",FALSE,"Grey",54,"No",8,7,349
60,"No",TRUE,"Grey",54,"Yes",1,1,350
60,"No",FALSE,"Grey",54,"Yes",2,1,350
4.751,"Yes",TRUE,"Brown",54,"Yes",3,1,350
60,"No",FALSE,"Brown",54,"Yes",4,1,350
6.032,"Yes",FALSE,"Brown",54,"Yes",5,1,350
2.051,"Yes",TRUE,"Grey",54,"Yes",6,1,350
3.592,"Yes",FALSE,"Grey",54,"Yes",7,1,350
60,"No",TRUE,"Brown",54,"Yes",8,1,350
4.368,"Yes",FALSE,"Grey",68,"Yes",1,4,351
25.779,"Yes",TRUE,"Brown",68,"Yes",2,4,351
3.32,"Yes",TRUE,"Grey",68,"Yes",3,4,351
60,"No",FALSE,"Brown",68,"Yes",4,4,351
1.851,"Yes",TRUE,"Brown",68,"Yes",5,4,351
2.245,"Yes",FALSE,"Grey",68,"Yes",6,4,351
2.591,"Yes",FALSE,"Brown",68,"Yes",7,4,351
7.362,"Yes",TRUE,"Grey",68,"Yes",8,4,351
1.864,"Yes",TRUE,"Brown",26,"Yes",1,3,352
60,"No",TRUE,"Grey",26,"Yes",2,3,352
1.846,"Yes",FALSE,"Brown",26,"Yes",3,3,352
6.646,"Yes",FALSE,"Grey",26,"Yes",4,3,352
3.446,"Yes",TRUE,"Brown",26,"Yes",5,3,352
8.326,"Yes",FALSE,"Brown",26,"Yes",6,3,352
2.577,"Yes",TRUE,"Grey",26,"Yes",7,3,352
3.439,"Yes",FALSE,"Grey",26,"Yes",8,3,352
5.704,"Yes",FALSE,"Grey",70,"Yes",1,8,353
2.509,"Yes",TRUE,"Brown",70,"Yes",2,8,353
6.442,"Yes",TRUE,"Grey",70,"Yes",3,8,353
12.829,"Yes",FALSE,"Brown",70,"Yes",4,8,353
2.36,"Yes",TRUE,"Brown",70,"Yes",5,8,353
3.584,"Yes",FALSE,"Grey",70,"Yes",6,8,353
2.259,"Yes",FALSE,"Brown",70,"Yes",7,8,353
60,"No",TRUE,"Grey",70,"Yes",8,8,353
8.254,"Yes",TRUE,"Brown",68,"No",1,7,354
21.101,"Yes",TRUE,"Grey",68,"No",2,7,354
2.282,"Yes",FALSE,"Brown",68,"No",3,7,354
60,"No",FALSE,"Grey",68,"No",4,7,354
2.587,"Yes",TRUE,"Brown",68,"No",5,7,354
60,"No",FALSE,"Brown",68,"No",6,7,354
6.617,"Yes",TRUE,"Grey",68,"No",7,7,354
4.773,"Yes",FALSE,"Grey",68,"No",8,7,354
6.474,"Yes",TRUE,"Grey",57,"Yes",1,6,355
12.892,"Yes",FALSE,"Brown",57,"Yes",2,6,355
3.54,"Yes",FALSE,"Grey",57,"Yes",3,6,355
8.993,"Yes",TRUE,"Brown",57,"Yes",4,6,355
4.539,"Yes",FALSE,"Brown",57,"Yes",5,6,355
9.984,"Yes",TRUE,"Grey",57,"Yes",6,6,355
1.939,"Yes",TRUE,"Brown",57,"Yes",7,6,355
6.148,"Yes",FALSE,"Grey",57,"Yes",8,6,355
34.938,"Yes",TRUE,"Grey",45,"No",1,1,356
5.953,"Yes",FALSE,"Grey",45,"No",2,1,356
2.237,"Yes",TRUE,"Brown",45,"No",3,1,356
60,"No",FALSE,"Brown",45,"No",4,1,356
5.126,"Yes",FALSE,"Brown",45,"No",5,1,356
1.95,"Yes",TRUE,"Grey",45,"No",6,1,356
2.488,"Yes",FALSE,"Grey",45,"No",7,1,356
60,"No",TRUE,"Brown",45,"No",8,1,356
2.309,"Yes",FALSE,"Grey",34,"No",1,8,357
2.243,"Yes",TRUE,"Brown",34,"No",2,8,357
3.435,"Yes",TRUE,"Grey",34,"No",3,8,357
2.622,"Yes",FALSE,"Brown",34,"No",4,8,357
1.332,"Yes",TRUE,"Brown",34,"No",5,8,357
2.889,"Yes",FALSE,"Grey",34,"No",6,8,357
1.84,"Yes",FALSE,"Brown",34,"No",7,8,357
30.483,"Yes",TRUE,"Grey",34,"No",8,8,357
4.323,"Yes",TRUE,"Brown",42,"Yes",1,7,358
6.006,"Yes",TRUE,"Grey",42,"Yes",2,7,358
1.599,"Yes",FALSE,"Brown",42,"Yes",3,7,358
30.385,"Yes",FALSE,"Grey",42,"Yes",4,7,358
1.711,"Yes",TRUE,"Brown",42,"Yes",5,7,358
42.013,"Yes",FALSE,"Brown",42,"Yes",6,7,358
2.933,"Yes",TRUE,"Grey",42,"Yes",7,7,358
11.445,"Yes",FALSE,"Grey",42,"Yes",8,7,358
29.37,"Yes",TRUE,"Grey",55,"Yes",1,1,359
21.392,"Yes",FALSE,"Grey",55,"Yes",2,1,359
4.028,"Yes",TRUE,"Brown",55,"Yes",3,1,359
19.38,"Yes",FALSE,"Brown",55,"Yes",4,1,359
3.786,"Yes",FALSE,"Brown",55,"Yes",5,1,359
8.902,"Yes",TRUE,"Grey",55,"Yes",6,1,359
3.21,"Yes",FALSE,"Grey",55,"Yes",7,1,359
60,"No",TRUE,"Brown",55,"Yes",8,1,359
3.251,"Yes",FALSE,"Grey",44,"Yes",1,4,360
2.623,"Yes",TRUE,"Brown",44,"Yes",2,4,360
3.786,"Yes",TRUE,"Grey",44,"Yes",3,4,360
60,"No",FALSE,"Brown",44,"Yes",4,4,360
1.585,"Yes",TRUE,"Brown",44,"Yes",5,4,360
4.067,"Yes",FALSE,"Grey",44,"Yes",6,4,360
1.884,"Yes",FALSE,"Brown",44,"Yes",7,4,360
20.51,"Yes",TRUE,"Grey",44,"Yes",8,4,360
5.301,"Yes",TRUE,"Grey",57,"No",1,6,361
4.464,"Yes",FALSE,"Brown",57,"No",2,6,361
2.269,"Yes",FALSE,"Grey",57,"No",3,6,361
3.982,"Yes",TRUE,"Brown",57,"No",4,6,361
9.936,"Yes",FALSE,"Brown",57,"No",5,6,361
11.063,"Yes",TRUE,"Grey",57,"No",6,6,361
4.955,"Yes",TRUE,"Brown",57,"No",7,6,361
60,"No",FALSE,"Grey",57,"No",8,6,361
1.888,"Yes",TRUE,"Grey",46,"No",1,5,362
19.422,"Yes",FALSE,"Grey",46,"No",2,5,362
3.188,"Yes",TRUE,"Brown",46,"No",3,5,362
2.43,"Yes",FALSE,"Brown",46,"No",4,5,362
2.054,"Yes",FALSE,"Brown",46,"No",5,5,362
2.58,"Yes",TRUE,"Grey",46,"No",6,5,362
1.856,"Yes",FALSE,"Grey",46,"No",7,5,362
2.148,"Yes",TRUE,"Brown",46,"No",8,5,362
13.052,"Yes",TRUE,"Grey",26,"Yes",1,1,363
16.847,"Yes",FALSE,"Grey",26,"Yes",2,1,363
8.796,"Yes",TRUE,"Brown",26,"Yes",3,1,363
6.375,"Yes",FALSE,"Brown",26,"Yes",4,1,363
8.587,"Yes",FALSE,"Brown",26,"Yes",5,1,363
8.003,"Yes",TRUE,"Grey",26,"Yes",6,1,363
6.356,"Yes",FALSE,"Grey",26,"Yes",7,1,363
60,"No",TRUE,"Brown",26,"Yes",8,1,363
7.715,"Yes",TRUE,"Grey",40,"Yes",1,6,364
7.853,"Yes",FALSE,"Brown",40,"Yes",2,6,364
3.327,"Yes",FALSE,"Grey",40,"Yes",3,6,364
16.432,"Yes",TRUE,"Brown",40,"Yes",4,6,364
5.998,"Yes",FALSE,"Brown",40,"Yes",5,6,364
2.999,"Yes",TRUE,"Grey",40,"Yes",6,6,364
5.361,"Yes",TRUE,"Brown",40,"Yes",7,6,364
60,"No",FALSE,"Grey",40,"Yes",8,6,364
4.54,"Yes",TRUE,"Brown",28,"Yes",1,7,365
3.246,"Yes",TRUE,"Grey",28,"Yes",2,7,365
1.245,"Yes",FALSE,"Brown",28,"Yes",3,7,365
3.235,"Yes",FALSE,"Grey",28,"Yes",4,7,365
1.998,"Yes",TRUE,"Brown",28,"Yes",5,7,365
3.082,"Yes",FALSE,"Brown",28,"Yes",6,7,365
2.355,"Yes",TRUE,"Grey",28,"Yes",7,7,365
2.332,"Yes",FALSE,"Grey",28,"Yes",8,7,365
3.044,"Yes",TRUE,"Brown",60,"Yes",1,3,366
60,"No",TRUE,"Grey",60,"Yes",2,3,366
3.142,"Yes",FALSE,"Brown",60,"Yes",3,3,366
3.692,"Yes",FALSE,"Grey",60,"Yes",4,3,366
12.506,"Yes",TRUE,"Brown",60,"Yes",5,3,366
32.342,"Yes",FALSE,"Brown",60,"Yes",6,3,366
8.328,"Yes",TRUE,"Grey",60,"Yes",7,3,366
3.49,"Yes",FALSE,"Grey",60,"Yes",8,3,366
11.794,"Yes",TRUE,"Grey",53,"Yes",1,6,367
7.508,"Yes",FALSE,"Brown",53,"Yes",2,6,367
2.936,"Yes",FALSE,"Grey",53,"Yes",3,6,367
22.16,"Yes",TRUE,"Brown",53,"Yes",4,6,367
3.792,"Yes",FALSE,"Brown",53,"Yes",5,6,367
3.614,"Yes",TRUE,"Grey",53,"Yes",6,6,367
4.418,"Yes",TRUE,"Brown",53,"Yes",7,6,367
60,"No",FALSE,"Grey",53,"Yes",8,6,367
4.002,"Yes",FALSE,"Grey",22,"Yes",1,8,368
1.736,"Yes",TRUE,"Brown",22,"Yes",2,8,368
4.269,"Yes",TRUE,"Grey",22,"Yes",3,8,368
2.957,"Yes",FALSE,"Brown",22,"Yes",4,8,368
1.577,"Yes",TRUE,"Brown",22,"Yes",5,8,368
9.016,"Yes",FALSE,"Grey",22,"Yes",6,8,368
1.689,"Yes",FALSE,"Brown",22,"Yes",7,8,368
60,"No",TRUE,"Grey",22,"Yes",8,8,368
4.794,"Yes",TRUE,"Grey",59,"Yes",1,6,369
4.15,"Yes",FALSE,"Brown",59,"Yes",2,6,369
2.154,"Yes",FALSE,"Grey",59,"Yes",3,6,369
7.234,"Yes",TRUE,"Brown",59,"Yes",4,6,369
7.226,"Yes",FALSE,"Brown",59,"Yes",5,6,369
18.472,"Yes",TRUE,"Grey",59,"Yes",6,6,369
2.598,"Yes",TRUE,"Brown",59,"Yes",7,6,369
60,"No",FALSE,"Grey",59,"Yes",8,6,369
3.638,"Yes",TRUE,"Grey",53,"Yes",1,5,370
60,"No",FALSE,"Grey",53,"Yes",2,5,370
2.221,"Yes",TRUE,"Brown",53,"Yes",3,5,370
2.324,"Yes",FALSE,"Brown",53,"Yes",4,5,370
2.207,"Yes",FALSE,"Brown",53,"Yes",5,5,370
3.977,"Yes",TRUE,"Grey",53,"Yes",6,5,370
2.196,"Yes",FALSE,"Grey",53,"Yes",7,5,370
5.525,"Yes",TRUE,"Brown",53,"Yes",8,5,370
12.272,"Yes",FALSE,"Grey",6,"No",1,4,371
20.772,"Yes",TRUE,"Brown",6,"No",2,4,371
33.992,"Yes",TRUE,"Grey",6,"No",3,4,371
27.614,"Yes",FALSE,"Brown",6,"No",4,4,371
7.244,"Yes",TRUE,"Brown",6,"No",5,4,371
3.818,"Yes",FALSE,"Grey",6,"No",6,4,371
5.832,"Yes",FALSE,"Brown",6,"No",7,4,371
40.944,"Yes",TRUE,"Grey",6,"No",8,4,371
2.646,"Yes",TRUE,"Grey",51,"Yes",1,2,372
3.244,"Yes",FALSE,"Brown",51,"Yes",2,2,372
7.706,"Yes",FALSE,"Grey",51,"Yes",3,2,372
3.594,"Yes",TRUE,"Brown",51,"Yes",4,2,372
2.472,"Yes",FALSE,"Brown",51,"Yes",5,2,372
60,"No",TRUE,"Grey",51,"Yes",6,2,372
13.434,"Yes",TRUE,"Brown",51,"Yes",7,2,372
60,"No",FALSE,"Grey",51,"Yes",8,2,372
2.851,"Yes",FALSE,"Grey",21,"No",1,4,373
7.078,"Yes",TRUE,"Brown",21,"No",2,4,373
7.394,"Yes",TRUE,"Grey",21,"No",3,4,373
60,"No",FALSE,"Brown",21,"No",4,4,373
1.459,"Yes",TRUE,"Brown",21,"No",5,4,373
4.145,"Yes",FALSE,"Grey",21,"No",6,4,373
2.268,"Yes",FALSE,"Brown",21,"No",7,4,373
14.184,"Yes",TRUE,"Grey",21,"No",8,4,373
2.64,"Yes",TRUE,"Grey",46,"No",1,5,374
5.832,"Yes",FALSE,"Grey",46,"No",2,5,374
1.948,"Yes",TRUE,"Brown",46,"No",3,5,374
11.454,"Yes",FALSE,"Brown",46,"No",4,5,374
3.416,"Yes",FALSE,"Brown",46,"No",5,5,374
14.26,"Yes",TRUE,"Grey",46,"No",6,5,374
8.462,"Yes",FALSE,"Grey",46,"No",7,5,374
1.508,"Yes",TRUE,"Brown",46,"No",8,5,374
13.496,"Yes",TRUE,"Grey",28,"Yes",1,1,375
60,"No",FALSE,"Grey",28,"Yes",2,1,375
2.875,"Yes",TRUE,"Brown",28,"Yes",3,1,375
3.439,"Yes",FALSE,"Brown",28,"Yes",4,1,375
11.115,"Yes",FALSE,"Brown",28,"Yes",5,1,375
4.36,"Yes",TRUE,"Grey",28,"Yes",6,1,375
1.277,"Yes",FALSE,"Grey",28,"Yes",7,1,375
60,"No",TRUE,"Brown",28,"Yes",8,1,375
2.02,"Yes",TRUE,"Grey",37,"Yes",1,2,376
1.552,"Yes",FALSE,"Brown",37,"Yes",2,2,376
3.082,"Yes",FALSE,"Grey",37,"Yes",3,2,376
1.394,"Yes",TRUE,"Brown",37,"Yes",4,2,376
2.19,"Yes",FALSE,"Brown",37,"Yes",5,2,376
60,"No",TRUE,"Grey",37,"Yes",6,2,376
3.79,"Yes",TRUE,"Brown",37,"Yes",7,2,376
2.092,"Yes",FALSE,"Grey",37,"Yes",8,2,376
60,"No",TRUE,"Grey",35,"Yes",1,6,377
2.21,"Yes",FALSE,"Brown",35,"Yes",2,6,377
2.165,"Yes",FALSE,"Grey",35,"Yes",3,6,377
5.124,"Yes",TRUE,"Brown",35,"Yes",4,6,377
3.016,"Yes",FALSE,"Brown",35,"Yes",5,6,377
16.577,"Yes",TRUE,"Grey",35,"Yes",6,6,377
3.112,"Yes",TRUE,"Brown",35,"Yes",7,6,377
60,"No",FALSE,"Grey",35,"Yes",8,6,377
