brood;individual;body mass;site
2020096;13733AD;110.29905474217;S 23
2020096;16603AD;121.317318866007;S 38
2020096;14665AD;132.642108838121;S 40
2020096;16905AD;116.361826318514;S 25
2020097;18325AD;99.2482307940811;S 25
2020097;13904AD;97.1039048630894;S 36
2020097;12933AD;83.2648336584897;S 36
2020097;19553AD;102.566715324384;S 25
2020097;12327AD;82.616559561198;S 41
2020098;14638AD;102.611776559928;S 30
2020098;10010AD;86.6301359792563;S 27
2020098;10980AD;131.029180811338;S 36
2020098;17866AD;105.710946775128;S 21
2020098;16797AD;112.303652221767;S 26
2020098;12629AD;126.14966518692;S 13
2020098;13613AD;123.135298840586;S 34
2020098;12647AD;98.2526418897054;S 15
2020099;13752AD;103.448359546724;S 14
2020099;11073AD;98.6122734552789;S 19
2020099;16353AD;115.813137871687;S 21
2020099;10894AD;96.9079762164903;S 11
2020099;19754AD;111.276067247367;S 43
2020099;13963AD;118.2602470625;S 25
2020099;16340AD;111.574945777909;S 28
2020100;12047AD;64.6941089117044;S 26
2020100;18730AD;87.2305123146413;S 25
2020100;14584AD;95.3310225937537;S 35
2020100;11646AD;62.775721253017;S 13
2020100;15450AD;72.0245261666656;S 24
2020100;13503AD;72.7717357961544;S 16
2020100;19091AD;92.5983796947871;S 45
2020100;19766AD;85.199803970896;S 13
2020101;19605AD;91.1107335295925;S 13
2020101;12258AD;111.68549286602;S 28
2020101;13804AD;103.194806500491;S 13
2020101;19069AD;79.6554679679873;S 37
2020101;13154AD;87.8668129580118;S 24
2020101;19312AD;117.543471290245;S 18
2020101;13721AD;87.6174108602385;S 41
2020102;17111AD;104.040959040787;S 12
2020102;19365AD;79.2905433499458;S 32
2020102;18575AD;69.4763030654267;S 24
2020102;15247AD;100.200483519321;S 37
2020102;13255AD;76.2755430387037;S 45
2020102;17275AD;86.0364963122585;S 26
2020102;13643AD;89.41131916478;S 48
2020102;14013AD;77.6875379706373;S 16
2020102;16199AD;97.3128593593403;S 32
2020103;10351AD;114.50398348372;S 31
2020103;14916AD;119.635345623947;S 37
2020103;14903AD;115.466726703599;S 19
2020103;16642AD;111.551965121153;S 28
2020103;14043AD;117.412659802316;S 18
2020103;19213AD;120.775231075667;S 38
2020103;18112AD;137.824665270381;S 44
2020104;19432AD;91.4509597088888;S 47
2020104;16428AD;77.0073687661826;S 25
2020104;11307AD;81.9488002230436;S 24
2020104;12561AD;80.650935265548;S 41
2020104;10051AD;99.0290554380332;S 25
2020104;15982AD;88.724845468536;S 17
2020104;13351AD;82.8081434518676;S 29
2020105;18250AD;80.106324148594;S 40
2020105;18537AD;71.6789346177528;S 20
2020105;16672AD;62.6640515170487;S 47
2020105;11875AD;73.0686227228429;S 17
2020105;17121AD;98.8145129996002;S 25
2020105;17852AD;79.251673972423;S 42
2020105;12574AD;79.3115784568844;S 22
2020106;10205AD;83.9336812889394;S 25
2020106;12429AD;102.500765919313;S 24
2020106;19360AD;93.7875998063277;S 46
2020106;19297AD;101.026904771343;S 35
2020106;17483AD;100.827388561119;S 22
2020106;13672AD;101.404974658647;S 20
2020107;13104AD;91.2740809518094;S 34
2020107;17418AD;88.9821586342124;S 13
2020107;15724AD;89.5871405505319;S 30
2020107;15648AD;105.35554516179;S 24
2020107;19624AD;103.66457757353;S 36
2020107;16686AD;96.6309583701224;S 36
2020107;15813AD;105.596924111845;S 11
2020107;10171AD;113.940497530354;S 22
2020107;11431AD;105.748430821316;S 44
2020108;12320AD;112.926043734239;S 45
2020108;15509AD;114.584062921342;S 22
2020108;15746AD;107.630989261759;S 22
2020108;11822AD;120.030037378819;S 21
2020108;13030AD;127.028716398417;S 47
2020108;17454AD;111.934486646051;S 22
2020108;14010AD;115.669531541155;S 23
2020109;15645AD;100.780277405167;S 31
2020109;12245AD;108.260063875155;S 39
2020109;12814AD;81.4320654120349;S 13
2020109;14747AD;100.184935332249;S 29
2020109;12772AD;102.61641968638;S 34
2020109;12147AD;98.8605036628682;S 19
2020109;19394AD;109.404946645765;S 27
2020110;17191AD;124.264625902911;S 14
2020110;13628AD;122.883900981777;S 32
2020110;10940AD;120.646442179526;S 11
2020110;10404AD;117.313158972386;S 10
2020110;11363AD;107.862523316593;S 47
2020110;14128AD;127.556342798;S 40
2020110;16805AD;142.638385639344;S 13
2020110;11357AD;135.609864235112;S 42
2020111;15353AD;90.1617095088224;S 17
2020111;15871AD;97.2215177568633;S 41
2020111;15278AD;107.730041827467;S 30
2020111;17918AD;100.158729612667;S 19
2020111;12945AD;94.3650044268561;S 16
2020111;13459AD;118.14820340182;S 28
2020111;15503AD;100.256385032257;S 18
2020112;15942AD;105.727251174304;S 20
2020112;16454AD;112.55441055392;S 26
2020112;12918AD;91.7089349584576;S 49
2020112;14699AD;91.5702837443949;S 20
2020112;17763AD;110.397042067695;S 25
2020112;13488AD;91.0555210179483;S 32
2020113;19381AD;99.5565645964672;S 27
2020113;19545AD;87.9527248763867;S 12
2020113;18289AD;92.4733356764237;S 26
2020113;13023AD;98.4819700713483;S 15
2020113;18726AD;100.481861847985;S 19
2020113;14092AD;82.4621639268839;S 44
2020113;18541AD;112.336200366178;S 37
2020113;11141AD;97.1486970421644;S 21
2020113;18877AD;104.626674158591;S 19
2020114;13295AD;120.289552756238;S 49
2020114;12265AD;109.412648568546;S 15
2020114;18658AD;103.14286159401;S 31
2020114;17791AD;110.947011902028;S 18
2020114;14766AD;95.1699476450408;S 35
2020114;12410AD;97.9708244492059;S 23
2020115;11358AD;100.935085761667;S 19
2020115;17717AD;100.862755231823;S 35
2020115;16757AD;94.9562308430774;S 43
2020115;19614AD;90.8301962551631;S 43
2020115;13924AD;83.7191977146059;S 23
2020115;11655AD;99.6423319725348;S 12
2020115;19430AD;92.2718561370443;S 48
2020116;19044AD;120.051132705338;S 27
2020116;15000AD;90.3464678780681;S 14
2020116;15298AD;108.680312250324;S 25
2020116;12824AD;118.515204091715;S 14
2020116;15744AD;129.550556025784;S 22
2020116;13909AD;106.913720967213;S 14
2020116;16338AD;102.961955195939;S 37
2020116;13203AD;112.010885099445;S 35
2020117;17285AD;84.3662417072966;S 23
2020117;19992AD;84.6884903335168;S 41
2020117;19419AD;81.6461778278885;S 13
2020117;12567AD;87.1358873199778;S 14
2020117;14422AD;79.6072377365508;S 16
2020117;11556AD;85.0350188791551;S 34
2020117;15113AD;84.4510068111522;S 40
2020118;14111AD;113.148819403875;S 36
2020118;12883AD;107.390492071336;S 34
2020118;16385AD;110.306738701377;S 23
2020118;17767AD;113.984162259111;S 20
2020118;14306AD;101.230412952961;S 10
2020118;14402AD;113.922923065507;S 35
2020119;17695AD;124.733265988173;S 30
2020119;15202AD;112.885023067506;S 48
2020119;17098AD;99.2282390927559;S 15
2020119;10430AD;101.827610293464;S 18
2020119;13997AD;112.481273028183;S 45
2020119;11793AD;100.07065436683;S 27
2020120;11026AD;76.6322463826961;S 12
2020120;14458AD;94.7835282533765;S 49
2020120;11304AD;107.233889350193;S 17
2020120;10178AD;90.5902884672653;S 41
2020120;17462AD;77.482301635365;S 41
2020120;16749AD;109.016868838224;S 32
2020121;13994AD;79.3218195290144;S 20
2020121;14462AD;90.4916700567968;S 48
2020121;15374AD;111.106581821812;S 15
2020121;16093AD;97.423312027096;S 49
2020121;13542AD;112.178870838817;S 40
2020121;11295AD;94.9752838554489;S 24
2020121;11818AD;100.953956324267;S 18
2020122;17689AD;94.7943939922961;S 18
2020122;12244AD;82.4102122856666;S 36
2020122;15687AD;95.6677457527287;S 14
2020122;13722AD;88.8004898071939;S 32
2020122;17458AD;96.947271811783;S 36
2020122;13175AD;95.4390724508061;S 20
2020122;12926AD;79.8174043372049;S 32
2020123;16071AD;127.106853761161;S 39
2020123;18242AD;110.162554181657;S 20
2020123;11029AD;124.986714433095;S 48
2020123;10476AD;106.413968438507;S 38
2020123;12909AD;135.323422545702;S 27
2020123;12466AD;140.347873071817;S 47
2020124;15527AD;85.2827847998517;S 47
2020124;14055AD;79.9363651600292;S 37
2020124;19458AD;93.8697695832805;S 42
2020124;19911AD;76.554594965393;S 12
2020124;13833AD;76.1665704121416;S 38
2020124;14925AD;87.7023661019307;S 46
2020124;10204AD;75.4164299001045;S 41
2020124;18641AD;91.4899299038471;S 20
2020125;10732AD;86.0048902208451;S 20
2020125;11909AD;107.397535000362;S 15
2020125;14564AD;93.1400961311003;S 15
2020125;10764AD;104.028407587537;S 19
2020125;19450AD;98.1107080086434;S 40
2020125;11631AD;97.7017879882163;S 20
2020126;15745AD;103.190938373836;S 46
2020126;13447AD;103.126397711458;S 49
2020126;11480AD;103.33735251286;S 37
2020126;19564AD;97.1058138199137;S 32
2020126;13630AD;106.824621712807;S 44
2020126;19757AD;92.2290253250589;S 11
2020126;13565AD;87.435706308048;S 19
2020127;10641AD;92.4014521330271;S 40
2020127;10783AD;94.0652906231616;S 39
2020127;15171AD;91.9917854806153;S 38
2020127;17601AD;104.998810717943;S 15
2020127;15972AD;98.4109623185852;S 43
2020127;18595AD;113.121084617889;S 45
2020127;11976AD;104.246254218999;S 14
2020127;19204AD;119.517497397904;S 15
2020128;13216AD;103.0906908856;S 29
2020128;16900AD;99.7513461900275;S 36
2020128;17967AD;110.418787653103;S 14
2020128;18798AD;114.09078836947;S 28
2020129;18334AD;110.421974210955;S 14
2020129;13409AD;117.715642080259;S 41
2020129;18821AD;115.660795229388;S 48
2020129;11179AD;113.710001859455;S 33
2020129;11708AD;105.16598878456;S 44
2020129;16032AD;111.183777691691;S 34
2020129;15855AD;121.605109392797;S 26
2020129;14873AD;126.02808417749;S 41
2020130;11372AD;86.5427553239596;S 48
2020130;18166AD;68.6823977178143;S 28
2020130;17971AD;74.0995325172108;S 37
2020130;17687AD;75.0712266090785;S 37
2020130;17809AD;64.8986587168738;S 11
2020130;16567AD;67.0274398795168;S 18
2020130;15203AD;64.2100019071238;S 15
2020130;17535AD;64.989750334172;S 35
2020131;18869AD;73.3509647887386;S 13
2020131;10222AD;81.3850843684438;S 26
2020131;18529AD;93.4848161421169;S 18
2020131;18617AD;90.708114754615;S 21
2020131;19586AD;83.3634878810844;S 21
2020131;13919AD;106.060010887286;S 12
2020131;15182AD;85.1723403133365;S 35
2020132;17677AD;107.691216971023;S 30
2020132;10579AD;104.445689242041;S 38
2020132;16624AD;113.170378211487;S 10
2020132;19007AD;101.552350507005;S 48
2020132;15696AD;91.390505145672;S 45
2020132;10089AD;112.261446684887;S 48
2020132;16164AD;95.1028855496174;S 33
2020132;12207AD;94.1199343596246;S 20
2020133;13803AD;100.724101734889;S 16
2020133;17087AD;101.684402576456;S 25
2020133;18181AD;91.1145198704073;S 45
2020133;11228AD;107.123222069778;S 15
2020133;16247AD;87.9351627816763;S 37
2020133;18367AD;113.019281490532;S 44
2020133;13263AD;100.967465283503;S 41
2020133;10566AD;98.2729533616306;S 44
2020133;18788AD;118.275383414989;S 19
2020133;16528AD;96.0772415096144;S 48
2020134;11162AD;78.9314746954842;S 43
2020134;11589AD;81.8760531959823;S 10
2020134;14150AD;99.6789738949546;S 39
2020134;10141AD;66.8650962950881;S 40
2020134;11501AD;78.1179410208319;S 10
2020134;16241AD;90.0111065437167;S 30
2020134;15317AD;93.6494726396221;S 43
2020134;17752AD;98.0925279249675;S 13
2020135;10053AD;110.579314536165;S 49
2020135;10346AD;98.2194779451497;S 12
2020135;18632AD;99.5367208077161;S 30
2020135;19090AD;88.9060434490981;S 43
2020135;16031AD;79.5906860800237;S 26
2020135;14821AD;97.7132098261852;S 30
2020136;17257AD;101.51791391254;S 21
2020136;18298AD;115.563142806239;S 14
2020136;12601AD;128.443109434198;S 37
2020136;12880AD;116.330972667337;S 11
2020136;18723AD;125.034335856482;S 25
2020136;13004AD;114.323443026189;S 44
2020136;10950AD;108.776744217655;S 13
2020137;17750AD;116.602933168267;S 34
2020137;10781AD;96.0632696195725;S 31
2020137;15524AD;93.1321098844002;S 45
2020137;12235AD;98.6601051619966;S 11
2020137;15812AD;109.479808921903;S 27
2020137;11244AD;112.351697646592;S 37
2020137;10717AD;91.3015615344102;S 10
2020137;17015AD;118.760817797182;S 43
2020138;12482AD;119.525515077445;S 28
2020138;18432AD;119.575562806613;S 36
2020138;19824AD;117.422637000075;S 38
2020138;18797AD;113.383717721641;S 40
2020138;13861AD;98.702609992216;S 11
2020138;11197AD;118.701414520122;S 48
2020138;19416AD;125.069856770077;S 23
2020138;10148AD;97.1222386753661;S 28
2020139;12017AD;127.911666958532;S 15
2020139;12603AD;135.286489204371;S 41
2020139;19431AD;150.731824564066;S 24
2020139;11185AD;134.347445664012;S 41
2020139;19581AD;149.505853400348;S 41
2020139;16030AD;116.833360863749;S 48
2020140;11785AD;75.7761623892553;S 20
2020140;10409AD;81.3630212129214;S 17
2020140;12897AD;78.3998328490157;S 33
2020140;11666AD;75.0998327701456;S 20
2020140;16238AD;57.8410197327135;S 22
2020140;15276AD;53.3338100821864;S 13
2020141;18504AD;70.8754911906082;S 34
2020141;14835AD;75.2211437047591;S 35
2020141;14152AD;78.6278952531512;S 44
2020141;10273AD;83.0744905147649;S 48
2020141;12509AD;67.5836515088458;S 37
2020141;15028AD;62.5164957680991;S 15
2020141;12645AD;99.4650194390855;S 13
2020141;12685AD;59.4973948494107;S 40
2020142;10304AD;75.9738277033639;S 12
2020142;17128AD;93.3039055307901;S 16
2020142;18375AD;105.759107981618;S 17
2020142;18776AD;97.8096702533528;S 37
2020142;16650AD;96.1552999028879;S 17
2020142;16730AD;97.1129089747332;S 14
2020142;13078AD;118.004422055666;S 34
2020142;15728AD;104.773656653688;S 40
2020143;10830AD;122.428517282688;S 47
2020143;13852AD;109.93946512641;S 11
2020143;18519AD;120.859670468114;S 36
2020143;15595AD;130.237042051826;S 12
2020143;18741AD;127.221861548065;S 25
2020143;14619AD;137.090034085956;S 39
2020143;11170AD;137.809347627513;S 30
2020143;19053AD;137.565196180233;S 44
2020144;13817AD;117.557560922414;S 40
2020144;16784AD;116.577447674998;S 11
2020144;10840AD;108.857836441179;S 25
2020144;18661AD;114.124640812117;S 21
2020144;11748AD;99.2905994946949;S 11
2020144;18727AD;112.511365244075;S 31
2020144;15611AD;104.062273128138;S 21
2020144;18979AD;118.968987854391;S 30
2020145;10200AD;73.8022856333118;S 29
2020145;13507AD;90.3977537878891;S 33
2020145;12413AD;110.132317946349;S 35
2020145;19745AD;88.391944870277;S 38
2020145;12807AD;76.4633336402893;S 40
2020145;14676AD;75.7125967499714;S 19
2020145;15210AD;73.4118230583206;S 22
2020145;16648AD;80.5898596748478;S 35
2020145;14214AD;82.1291816025556;S 28
2020145;15388AD;84.0319113767718;S 26
2020146;10339AD;101.0941682433;S 41
2020146;19692AD;120.431323923743;S 42
2020146;11326AD;125.334162210495;S 35
2020146;14216AD;92.2518767964091;S 17
2020146;11405AD;115.131560796865;S 27
2020147;18566AD;101.062989689719;S 15
2020147;19099AD;97.6037281009916;S 29
2020147;17389AD;73.938531364808;S 15
2020147;18306AD;80.3000795007684;S 10
2020147;16186AD;87.3645192864536;S 34
2020147;19904AD;86.0606802890129;S 33
2020147;17731AD;80.6413660618289;S 44
2020148;12947AD;85.8429400330178;S 30
2020148;11786AD;89.3861535555451;S 20
2020148;14905AD;76.7024554275756;S 16
2020148;19698AD;79.605120909296;S 24
2020148;10606AD;94.3807776779077;S 43
2020148;17295AD;81.3867294014066;S 44
2020148;18777AD;75.7434731640205;S 24
2020149;13533AD;79.8374446228478;S 14
2020149;17409AD;94.7309941980799;S 26
2020149;19848AD;93.3053125015091;S 31
2020149;18539AD;73.4569098149579;S 44
2020149;13718AD;81.9065873545563;S 37
2020149;16384AD;90.0951189605456;S 11
2020149;14509AD;85.968955559556;S 40
2020149;12753AD;96.2114748920515;S 19
2020150;17382AD;87.7717451695477;S 17
2020150;13303AD;83.577098180627;S 20
2020150;11944AD;73.6200507137586;S 23
2020150;15987AD;77.8585535757571;S 16
2020150;11880AD;78.7292202099742;S 14
2020151;17611AD;108.886841132642;S 15
2020151;15196AD;117.456921264849;S 11
2020151;17056AD;113.37823096573;S 47
2020151;10706AD;127.756249545574;S 32
2020151;18913AD;119.629407943999;S 12
2020151;15533AD;117.398631440981;S 17
2020152;14763AD;95.557773085079;S 37
2020152;13051AD;100.932634006567;S 37
2020152;13514AD;102.03824569671;S 30
2020152;12727AD;100.576857981406;S 48
2020152;17841AD;96.0917801912356;S 21
2020152;10848AD;101.806328812992;S 27
2020152;11682AD;98.963321204503;S 16
2020153;18577AD;95.4646702884865;S 27
2020153;16187AD;89.0347605501325;S 15
2020153;15788AD;111.86718562042;S 49
2020153;18264AD;100.451516811581;S 49
2020153;19771AD;109.892783550996;S 31
2020153;14881AD;105.880256168934;S 28
2020154;16421AD;106.401798628512;S 31
2020154;16890AD;101.405253566975;S 49
2020154;19914AD;68.9292882289208;S 21
2020154;12707AD;80.2087144676987;S 30
2020154;18809AD;106.713103610781;S 18
2020154;19891AD;84.5299948451428;S 26
2020154;17537AD;92.170217281518;S 40
2020154;19165AD;106.339290204586;S 37
2020154;19722AD;98.2883836457577;S 22
2020155;16265AD;67.0546645623133;S 18
2020155;11948AD;61.4564873993325;S 15
2020155;10034AD;88.580801163179;S 45
2020155;10948AD;73.9847592875105;S 49
2020155;14355AD;65.0550845357816;S 31
2020155;16617AD;69.8324259898538;S 40
2020155;18835AD;59.1323561322047;S 34
2020155;12904AD;57.4403105906944;S 19
2020155;10137AD;63.8166354396808;S 34
2020156;19608AD;103.06723437227;S 12
2020156;12747AD;92.7052104928778;S 43
2020156;19345AD;81.8481395041241;S 45
2020156;18162AD;85.2338306255328;S 19
2020156;17851AD;98.7833053360873;S 47
2020156;12092AD;97.9438287829918;S 32
2020156;13755AD;90.185048917158;S 46
2020156;16060AD;84.5826326165486;S 34
2020156;12431AD;84.2692888057776;S 48
2020157;10283AD;94.5170588480951;S 45
2020157;17169AD;94.2219400860498;S 29
2020157;11380AD;100.942895872216;S 14
2020157;17070AD;92.4302899505765;S 39
2020157;16637AD;90.5568814316228;S 49
2020157;13903AD;119.867662642917;S 45
2020158;17488AD;68.8221338530442;S 29
2020158;17179AD;88.688971005686;S 31
2020158;18805AD;87.9315433425303;S 46
2020158;18394AD;97.5587075977188;S 28
2020158;16968AD;87.8878913459506;S 37
2020158;11835AD;83.3298919835543;S 36
2020158;16994AD;85.0270926688952;S 47
2020159;13529AD;129.334343323634;S 36
2020159;13226AD;102.672480555868;S 10
2020159;18478AD;118.056373945591;S 42
2020159;19105AD;123.184270557454;S 29
2020159;19635AD;113.466132996146;S 29
2020159;12067AD;111.575782229845;S 19
2020159;10332AD;120.85399569853;S 34
2020159;17875AD;114.028590055107;S 31
2020160;13595AD;117.043790956071;S 35
2020160;18445AD;108.954194669693;S 44
2020160;13674AD;109.512265068007;S 40
2020160;16615AD;119.998951858411;S 15
2020160;14135AD;121.567763604467;S 23
2020160;10786AD;122.757949340228;S 46
2020160;10712AD;118.83293825732;S 45
2020161;17981AD;121.139573426617;S 49
2020161;12306AD;140.962309161421;S 30
2020161;10040AD;119.891723008106;S 23
2020161;16286AD;118.34637564426;S 45
2020161;15032AD;128.911330050852;S 19
2020161;18047AD;112.393550000801;S 13
2020161;11943AD;135.506690741069;S 48
2020161;18071AD;131.342352969081;S 44
2020162;17984AD;85.1336865782656;S 37
2020162;13717AD;99.4407256548498;S 29
2020162;15200AD;104.701921126187;S 17
2020162;16895AD;80.7475189185741;S 16
2020162;12349AD;105.501139830878;S 22
2020162;14045AD;81.434616917929;S 38
2020162;15237AD;93.9397762636209;S 13
2020163;11752AD;101.72526161186;S 33
2020163;16135AD;102.533824652327;S 49
2020163;15042AD;74.6502685117633;S 33
2020163;13478AD;109.410366499571;S 21
2020163;12973AD;108.709771510914;S 26
2020163;17498AD;91.9147442987217;S 31
2020163;19750AD;97.395889304718;S 24
2020163;14394AD;100.451890747176;S 15
2020164;10398AD;91.6307491979363;S 10
2020164;11760AD;89.606107116283;S 36
2020164;10142AD;91.937242234757;S 24
2020164;17657AD;91.6672839430311;S 25
2020164;15226AD;83.1360601810955;S 22
2020165;11250AD;69.5419314319586;S 21
2020165;17335AD;68.7428400582502;S 30
2020165;11459AD;80.3270408216373;S 17
2020165;16237AD;92.8072463640919;S 34
2020166;13028AD;126.103465710726;S 35
2020166;15014AD;114.43566075511;S 22
2020166;17948AD;126.108147280349;S 11
2020166;14753AD;116.189938971453;S 44
2020166;13144AD;106.588130220273;S 29
2020166;10855AD;108.475348872416;S 15
2020166;19800AD;114.02427576218;S 32
2020167;11080AD;75.1403555156004;S 14
2020167;10461AD;81.6748835639227;S 38
2020167;17512AD;86.9257667399411;S 49
2020167;19004AD;92.4678634777917;S 44
2020167;11867AD;101.38648731167;S 11
2020167;18010AD;90.701522202469;S 34
2020168;17891AD;86.7036877715246;S 24
2020168;15839AD;89.6910687842138;S 39
2020168;19075AD;90.366543882386;S 46
2020168;12133AD;91.9681574802046;S 42
2020168;19283AD;107.979187180336;S 42
2020168;18781AD;103.756574049916;S 25
2020168;13671AD;98.1509603712378;S 38
2020169;16494AD;98.2135559504704;S 37
2020169;11573AD;77.2386638146712;S 38
2020169;14131AD;86.1174932675406;S 29
2020169;12881AD;85.551543746244;S 37
2020169;13045AD;80.8350173419524;S 40
2020169;10800AD;104.66063394093;S 41
2020169;15455AD;74.9620259982833;S 34
2020169;14589AD;84.3332179763511;S 47
2020170;16612AD;97.4333873528514;S 15
2020170;17063AD;113.384637131033;S 22
2020170;14915AD;109.065298554863;S 16
2020170;17849AD;98.6958590704884;S 11
2020170;19104AD;84.8352940771861;S 21
2020170;13414AD;122.409768654291;S 21
2020170;10302AD;122.638268270247;S 38
2020170;11530AD;112.266660939124;S 25
2020171;16417AD;99.5871731688704;S 48
2020171;13873AD;97.7045011298427;S 31
2020171;19779AD;105.236414322416;S 24
2020171;10593AD;103.088339004469;S 30
2020171;11560AD;89.784834842565;S 35
2020172;17579AD;75.6835133948515;S 19
2020172;19081AD;77.1443299292155;S 33
2020172;12261AD;73.0679765250833;S 14
2020172;16287AD;93.8725795703506;S 24
2020172;12986AD;57.084470956124;S 40
2020172;16568AD;77.3677234352459;S 45
2020172;17662AD;100.674917742813;S 27
2020173;15491AD;108.12573777606;S 40
2020173;15795AD;87.5833669173402;S 13
2020173;10661AD;100.667107627671;S 40
2020173;15614AD;85.9823388015938;S 31
2020173;10001AD;92.7779984293187;S 15
2020173;18459AD;84.2662700738363;S 34
2020173;15404AD;93.4627371140754;S 18
2020173;13882AD;90.556811782752;S 24
2020173;16108AD;96.9626209405119;S 40
2020174;14775AD;93.1217270075871;S 13
2020174;10387AD;101.839418145309;S 24
2020174;17737AD;104.052651532687;S 14
2020174;15069AD;97.8338798598056;S 39
2020174;18378AD;95.0537488342674;S 18
2020174;18510AD;94.1703131229687;S 12
2020175;15869AD;106.31501601426;S 25
2020175;17720AD;83.6243109663579;S 20
2020175;12908AD;95.6647408963098;S 42
2020175;15554AD;78.2123086993724;S 13
2020175;10794AD;95.9836614531116;S 18
2020175;19859AD;75.1190962344926;S 24
2020176;19805AD;127.192421364159;S 35
2020176;16090AD;131.625257350421;S 38
2020176;13892AD;148.65578045674;S 45
2020176;15186AD;110.985792280261;S 40
2020176;19063AD;136.793341409018;S 15
2020176;18924AD;129.137308032566;S 43
2020176;18294AD;136.553162501275;S 12
2020176;11692AD;135.112034561668;S 27
2020176;18121AD;118.605279737538;S 15
2020176;19819AD;126.388752048188;S 16
2020177;18761AD;102.893066506598;S 37
2020177;12450AD;112.536140374026;S 28
2020177;14967AD;92.4893587415747;S 18
2020177;17390AD;98.2729819657755;S 44
2020177;16687AD;108.253790868458;S 27
2020177;10679AD;103.546509885586;S 10
2020177;13677AD;103.245988350636;S 35
2020177;14620AD;106.470346822029;S 46
2020177;11896AD;100.801818109256;S 30
2020178;12489AD;83.0096795045287;S 42
2020178;12987AD;72.6527779816319;S 41
2020178;16912AD;67.2509845446858;S 37
2020178;11297AD;74.1387980183348;S 14
2020178;13741AD;78.8152439990445;S 36
2020178;16830AD;90.5352100566808;S 44
2020179;15102AD;141.405643333199;S 22
2020179;17201AD;112.292796750553;S 46
2020179;12995AD;118.327983635373;S 22
2020179;16958AD;124.053686927844;S 29
2020179;14005AD;131.28974883395;S 20
2020179;14833AD;131.50712648655;S 22
2020179;10508AD;137.366753652677;S 15
2020179;16276AD;129.721897470031;S 11
2020180;12801AD;103.465493172153;S 18
2020180;14510AD;88.6164516637363;S 20
2020180;18330AD;90.4254033172167;S 15
2020180;16203AD;74.4656574316111;S 23
2020180;19405AD;91.9585865796082;S 41
2020181;13710AD;131.512867411424;S 41
2020181;13662AD;132.84170443122;S 47
2020181;19223AD;125.149649796503;S 45
2020181;18883AD;139.946933925406;S 20
2020181;13551AD;125.984048113639;S 23
2020182;18486AD;97.1459790294273;S 41
2020182;14531AD;97.086656612257;S 27
2020182;15736AD;118.193132052539;S 25
2020182;19186AD;108.502699628171;S 48
2020182;12240AD;88.6939996383063;S 37
2020183;13773AD;94.1444502857029;S 10
2020183;15828AD;101.756859771666;S 18
2020183;16776AD;109.503216064748;S 46
2020183;16701AD;107.306969822442;S 47
2020183;11214AD;109.790488332791;S 35
2020183;12896AD;94.1594415122995;S 40
2020183;17153AD;105.208875599509;S 17
2020183;19043AD;92.2061185364153;S 35
2020184;16100AD;130.091858520733;S 38
2020184;15671AD;112.323734818989;S 23
2020184;13184AD;119.119513960313;S 48
2020184;13380AD;142.614532645516;S 32
2020184;13156AD;127.777210630848;S 47
2020184;18946AD;131.992889818064;S 28
2020185;14928AD;80.731794805793;S 33
2020185;17557AD;70.3335316465362;S 34
2020185;10483AD;90.6043674664789;S 24
2020185;19177AD;86.7318868209428;S 49
2020185;19906AD;101.137119613515;S 12
2020185;15946AD;82.5462973317685;S 15
2020186;16200AD;101.734944882098;S 15
2020186;10584AD;97.5225428621397;S 42
2020186;10456AD;113.136079322714;S 31
2020186;18157AD;97.2174337903826;S 17
2020186;14324AD;105.346475940817;S 38
2020187;12138AD;110.097729516294;S 45
2020187;11111AD;112.239318578611;S 42
2020187;19412AD;108.696665805293;S 40
2020187;13198AD;121.056093324926;S 29
2020187;15657AD;88.7764911308933;S 44
2020187;13446AD;107.641203391945;S 35
2020187;13990AD;109.038593064972;S 38
2020188;16294AD;87.3125127415012;S 15
2020188;16913AD;96.3204835076099;S 37
2020188;14793AD;101.334486243192;S 30
2020188;14232AD;98.7634100645584;S 42
2020188;10621AD;99.513309248944;S 19
2020188;12517AD;96.2252683919307;S 14
2020188;10450AD;93.8328592437826;S 45
2020188;11136AD;105.113615808631;S 37
2020189;10457AD;108.268329179249;S 21
2020189;14003AD;107.126136830705;S 38
2020189;13348AD;121.019196020802;S 11
2020189;19939AD;95.266741606398;S 30
2020190;17159AD;105.550546312194;S 12
2020190;13011AD;120.028391833934;S 12
2020190;16083AD;110.48169531481;S 13
2020190;15887AD;122.123490756428;S 34
2020190;11258AD;100.626928461193;S 49
2020190;11502AD;98.2540863204214;S 39
2020190;16590AD;108.890803266996;S 45
2020190;18778AD;118.147803406864;S 25
2020191;19643AD;94.1877100193119;S 32
2020191;12655AD;96.9517553963096;S 16
2020191;16183AD;96.4103268646041;S 40
2020191;12414AD;86.5646216433859;S 22
2020191;10475AD;93.1939952078771;S 42
2020191;10607AD;107.123371071017;S 24
2020191;16979AD;98.5245988411239;S 38
2020192;17037AD;108.258635436898;S 14
2020192;15684AD;110.046781624417;S 45
2020192;13436AD;87.744579101311;S 45
2020192;19802AD;119.099841604976;S 33
2020192;10474AD;101.860963179959;S 11
2020192;16842AD;96.2314611713891;S 12
2020192;17917AD;122.553927779514;S 47
2020193;10165AD;97.9760015592779;S 34
2020193;18214AD;123.027627776272;S 40
2020193;17265AD;98.247502310828;S 21
2020193;11355AD;95.6446750482497;S 24
