"Visit.ID";"Square";"Species";"Count"
801;29;"Arum immaculatum";2
801;29;"Arum neglectum";4
802;2;"Arum majoricense";3
802;4;"Arum transsilvanicum";2
802;4;"Arum foetidum";2
802;4;"Arum vernale";4
802;5;"Calla palustris";4
802;5;"Arum vulgare";3
802;6;"Callaion heterophylla";3
802;6;"Arum vulgare";4
802;6;"Arum pyrenaeum";4
802;6;"Arum maculatum";2
802;6;"Arum trapezuntinum";3
802;6;"Arum intermedium";2
802;7;"Arum pyrenaeum";2
802;7;"Arum maculatum";2
802;8;"Arum heldreichii";3
802;8;"Arum vernale";4
802;8;"Calla cordifolia";2
802;8;"Arum immaculatum";3
802;8;"Arum pyrenaeum";4
802;8;"Arum orientale";8
802;8;"Arum malyi";5
802;14;"Arum heldreichii";4
802;14;"Bruniera vivipara";3
802;15;"Arum maculatum";3
802;15;"Calla ovatifolia";3
802;15;"Arum malyi";3
802;15;"Arum orientale";2
802;19;"Arum divaricatum";2
802;19;"Callaion palustris";2
802;20;"Arum majoricense";2
802;20;"Calla palustris";3
802;20;"Arum vulgare";4
802;20;"Arum heldreichii";3
802;20;"Arum maculatum";2
802;20;"Arum italicum";3
802;21;"Arum pyrenaeum";2
802;21;"Arum transsilvanicum";3
802;21;"Callaion bispatha";4
802;22;"Arum provinciale";3
802;22;"Arum modicense";2
802;22;"Arum numidicum";2
802;22;"Arum facchinii";2
802;22;"Arum maculatum";3
802;23;"Arum heldreichii";2
802;25;"Arum majoricense";2
802;25;"Arum facchinii";3
802;25;"Calla palustris";3
802;25;"Callaion bispatha";3
802;25;"Arum zeleborii";8
802;25;"Arum vernale";3
802;25;"Calla generalis";2
802;25;"Bruniera vivipara";2
802;27;"Arum majoricense";4
802;27;"Calla palustris";3
802;27;"Calla generalis";2
802;27;"Arum pyrenaeum";3
802;27;"Arum gracile";5
802;27;"Callaion heterophylla";2
802;28;"Calla palustris";3
802;28;"Arum facchinii";2
802;28;"Arum foetidum";2
802;29;"Arum transsilvanicum";2
802;29;"Bruniera vivipara";2
802;29;"Arum gracile";4
802;30;"Arum gracile";4
802;30;"Arum facchinii";3
802;30;"Arum pyrenaeum";2
802;30;"Arum neglectum";3
802;30;"Bruniera vivipara";2
802;30;"Arum vulgare";3
803;1;"Arum facchinii";3
803;1;"Calla palustris";4
803;1;"Arum vulgare";2
803;4;"Calla palustris";3
803;4;"Callaion bispatha";2
803;4;"Arum zeleborii";2
803;4;"Callaion heterophylla";5
803;4;"Arum divaricatum";2
803;4;"Arum trapezuntinum";3
803;4;"Arum pyrenaeum";3
803;4;"Callaion brevis";2
803;4;"Arum vulgare";2
803;5;"Arum pyrenaeum";2
803;5;"Arum malyi";2
803;5;"Arum gracile";3
803;5;"Arum cylindraceum";2
803;5;"Bruniera vivipara";2
803;5;"Arum ponticum";3
803;5;"Callaion heterophylla";2
803;8;"Arum heldreichii";3
803;8;"Bruniera vivipara";3
803;8;"Callaion brevis";4
803;8;"Arum divaricatum";3
803;8;"Calla cordifolia";3
803;9;"Bruniera vivipara";4
803;9;"Calla cordifolia";3
803;9;"Arum facchinii";2
803;9;"Arum divaricatum";2
803;10;"Arum vulgare";5
803;11;"Arum provinciale";3
803;11;"Calla cordifolia";4
803;11;"Bruniera vivipara";3
803;11;"Arum zeleborii";3
803;13;"Arum transsilvanicum";3
803;13;"Callaion brevis";3
803;13;"Calla ovatifolia";2
803;15;"Arum intermedium";7
803;15;"Arum maculatum";4
803;15;"Arum numidicum";2
803;15;"Arum gracile";2
803;19;"Arum ponticum";3
803;19;"Callaion heterophylla";3
803;19;"Arum italicum";3
803;19;"Arum neglectum";4
803;20;"Arum italicum";3
803;20;"Calla brevis";2
803;22;"Arum heldreichii";3
803;23;"Callaion bispatha";3
803;23;"Arum italicum";2
803;23;"Arum gracile";2
803;23;"Callaion brevis";2
803;23;"Callaion heterophylla";4
803;25;"Arum divaricatum";3
803;25;"Bruniera vivipara";3
803;25;"Calla generalis";3
803;25;"Arum gracile";2
803;26;"Arum immaculatum";7
803;26;"Arum vernale";2
803;26;"Arum italicum";2
803;26;"Calla brevis";3
803;26;"Callaion palustris";2
803;26;"Arum transsilvanicum";2
803;26;"Arum trapezuntinum";2
803;26;"Arum alpinum";3
803;26;"Arum majoricense";3
803;26;"Calla generalis";4
803;26;"Arum intermedium";2
803;28;"Arum modicense";3
803;29;"Callaion bispatha";4
803;29;"Arum malyi";2
803;29;"Arum vulgare";2
803;29;"Calla ovatifolia";2
803;30;"Arum transsilvanicum";2
803;30;"Arum foetidum";4
803;30;"Calla palustris";2
803;30;"Arum vulgare";3
901;2;"Arum transsilvanicum";2
901;2;"Arum cylindraceum";3
901;2;"Arum immaculatum";2
901;2;"Arum gracile";5
901;3;"Calla brevis";2
901;3;"Arum foetidum";3
901;3;"Arum intermedium";2
901;3;"Callaion palustris";3
901;3;"Arum orientale";4
901;3;"Calla generalis";3
901;3;"Bruniera vivipara";3
901;4;"Arum numidicum";2
901;4;"Arum ponticum";3
901;4;"Arum gracile";3
901;4;"Arum divaricatum";3
901;6;"Arum divaricatum";3
901;6;"Calla palustris";4
901;6;"Arum vernale";2
901;6;"Arum heldreichii";3
901;6;"Arum majoricense";2
901;6;"Arum modicense";3
901;6;"Arum neglectum";2
901;6;"Arum immaculatum";2
901;6;"Arum alpinum";3
901;6;"Arum pyrenaeum";3
901;6;"Callaion brevis";2
901;6;"Arum gracile";2
901;7;"Callaion bispatha";2
901;7;"Arum intermedium";2
901;8;"Arum neglectum";2
901;8;"Callaion brevis";3
901;8;"Bruniera vivipara";2
901;10;"Arum orientale";2
901;10;"Arum vulgare";3
901;10;"Callaion brevis";2
901;10;"Arum italicum";3
901;10;"Callaion palustris";2
901;10;"Arum cylindraceum";3
901;10;"Arum modicense";3
901;11;"Arum intermedium";3
901;11;"Arum immaculatum";2
901;11;"Calla palustris";2
901;11;"Arum zeleborii";4
901;12;"Arum cylindraceum";3
901;12;"Arum heldreichii";4
901;12;"Arum malyi";4
901;12;"Arum immaculatum";2
901;12;"Arum ponticum";2
901;12;"Arum majoricense";3
901;12;"Calla ovatifolia";2
901;12;"Arum gracile";4
901;14;"Arum neglectum";3
901;15;"Bruniera vivipara";2
901;15;"Arum pyrenaeum";2
901;15;"Arum neglectum";3
901;16;"Arum malyi";2
901;16;"Arum neglectum";3
901;16;"Arum gracile";4
901;16;"Callaion bispatha";3
901;16;"Arum cylindraceum";2
901;17;"Arum provinciale";2
901;17;"Arum zeleborii";3
901;17;"Arum vulgare";2
901;17;"Calla cordifolia";2
901;17;"Calla ovatifolia";3
901;17;"Arum transsilvanicum";4
901;17;"Arum italicum";3
901;19;"Arum ponticum";3
901;19;"Calla palustris";2
901;19;"Arum foetidum";4
901;19;"Arum trapezuntinum";6
901;19;"Callaion heterophylla";5
901;20;"Arum orientale";2
901;20;"Arum divaricatum";3
901;20;"Callaion palustris";3
901;20;"Arum cylindraceum";3
901;22;"Calla ovatifolia";2
901;22;"Arum modicense";2
901;22;"Arum transsilvanicum";3
901;22;"Arum intermedium";4
901;22;"Arum heldreichii";3
901;22;"Arum malyi";2
901;23;"Calla generalis";3
901;23;"Callaion brevis";3
901;23;"Arum pyrenaeum";2
901;25;"Arum intermedium";2
901;25;"Callaion bispatha";3
901;25;"Arum neglectum";3
901;25;"Callaion palustris";3
901;25;"Calla cordifolia";3
901;25;"Arum trapezuntinum";3
901;27;"Arum numidicum";3
901;27;"Arum transsilvanicum";3
901;27;"Calla brevis";2
901;27;"Calla palustris";2
901;27;"Arum immaculatum";4
901;27;"Arum italicum";2
901;27;"Calla ovatifolia";2
901;27;"Arum majoricense";2
901;29;"Arum numidicum";3
901;29;"Arum heldreichii";3
901;29;"Arum ponticum";2
901;29;"Arum facchinii";3
901;29;"Bruniera vivipara";2
901;29;"Calla brevis";6
901;30;"Calla brevis";4
901;30;"Arum trapezuntinum";2
901;30;"Callaion heterophylla";2
901;30;"Arum ponticum";3
901;30;"Arum heldreichii";2
902;2;"Arum zeleborii";4
902;2;"Calla palustris";2
902;2;"Arum maculatum";3
902;2;"Callaion palustris";4
902;2;"Arum ponticum";2
902;3;"Arum foetidum";4
902;3;"Arum trapezuntinum";3
902;3;"Arum cylindraceum";3
902;3;"Callaion bispatha";4
902;3;"Arum immaculatum";3
902;3;"Arum vulgare";3
902;4;"Calla cordifolia";3
902;4;"Callaion heterophylla";2
902;5;"Arum italicum";3
902;5;"Arum intermedium";3
902;5;"Callaion heterophylla";2
902;6;"Arum maculatum";5
902;6;"Arum modicense";2
902;7;"Arum alpinum";3
902;8;"Arum heldreichii";3
902;8;"Arum alpinum";4
902;8;"Calla brevis";3
902;9;"Callaion bispatha";16
902;10;"Arum foetidum";2
902;10;"Calla ovatifolia";6
902;10;"Arum numidicum";2
902;10;"Arum neglectum";3
902;11;"Arum modicense";2
902;11;"Arum malyi";2
902;11;"Callaion palustris";5
902;12;"Arum zeleborii";3
902;12;"Calla generalis";3
902;12;"Arum provinciale";3
902;13;"Calla generalis";3
902;13;"Arum cylindraceum";3
902;13;"Arum modicense";2
902;13;"Arum gracile";8
902;13;"Arum provinciale";2
902;13;"Arum maculatum";4
902;13;"Calla cordifolia";4
902;15;"Arum vernale";2
902;15;"Arum alpinum";8
902;15;"Arum numidicum";3
902;15;"Arum maculatum";3
902;15;"Arum facchinii";2
902;15;"Callaion bispatha";2
902;15;"Arum trapezuntinum";2
902;16;"Arum divaricatum";3
902;16;"Arum transsilvanicum";3
902;16;"Arum facchinii";2
902;16;"Arum modicense";3
902;16;"Arum trapezuntinum";2
902;16;"Callaion brevis";3
902;16;"Arum majoricense";3
902;16;"Arum maculatum";4
902;16;"Bruniera vivipara";3
902;16;"Arum vernale";2
902;16;"Arum malyi";3
902;16;"Arum vulgare";4
902;17;"Arum alpinum";9
902;17;"Arum divaricatum";2
902;17;"Arum gracile";4
902;17;"Calla cordifolia";2
902;18;"Arum cylindraceum";3
902;18;"Calla ovatifolia";2
902;18;"Arum divaricatum";3
902;18;"Arum malyi";2
902;18;"Callaion bispatha";4
902;18;"Arum maculatum";6
902;18;"Arum orientale";2
902;18;"Calla brevis";3
902;20;"Arum facchinii";2
902;20;"Arum heldreichii";3
902;20;"Arum gracile";3
902;20;"Arum intermedium";2
902;20;"Arum majoricense";3
902;20;"Arum maculatum";2
902;21;"Arum intermedium";6
902;21;"Calla palustris";5
902;21;"Arum trapezuntinum";3
902;21;"Arum cylindraceum";3
902;21;"Arum numidicum";2
902;23;"Arum italicum";3
902;23;"Arum modicense";2
902;24;"Arum foetidum";2
902;24;"Calla ovatifolia";3
902;24;"Arum facchinii";2
902;24;"Arum zeleborii";2
902;25;"Arum majoricense";2
902;25;"Arum facchinii";2
902;25;"Arum vernale";3
902;25;"Callaion brevis";7
902;25;"Arum foetidum";5
902;27;"Bruniera vivipara";5
902;27;"Arum numidicum";2
902;28;"Arum cylindraceum";3
902;28;"Arum malyi";2
902;28;"Arum ponticum";3
902;29;"Calla cordifolia";5
902;29;"Calla brevis";4
902;29;"Arum maculatum";3
902;29;"Arum trapezuntinum";3
902;29;"Arum zeleborii";3
902;29;"Arum italicum";2
902;30;"Callaion brevis";2
903;1;"Arum maculatum";2
903;1;"Calla ovatifolia";4
903;1;"Arum vernale";2
903;2;"Arum maculatum";3
903;2;"Arum intermedium";6
903;2;"Arum trapezuntinum";2
903;2;"Calla generalis";3
903;2;"Arum provinciale";4
903;2;"Calla palustris";3
903;2;"Arum immaculatum";2
903;4;"Arum vernale";1
903;4;"Arum pyrenaeum";3
903;4;"Arum transsilvanicum";3
903;4;"Calla ovatifolia";2
903;4;"Arum vulgare";3
903;4;"Arum foetidum";7
903;4;"Arum orientale";5
903;4;"Arum majoricense";2
903;4;"Calla brevis";3
903;5;"Calla palustris";3
903;5;"Callaion heterophylla";3
903;5;"Calla cordifolia";2
903;5;"Calla generalis";2
903;6;"Calla ovatifolia";2
903;6;"Arum maculatum";3
903;6;"Arum majoricense";3
903;6;"Arum provinciale";3
903;6;"Arum orientale";4
903;7;"Arum maculatum";3
903;7;"Arum vernale";3
903;7;"Callaion brevis";3
903;7;"Arum gracile";2
903;7;"Arum heldreichii";3
903;8;"Arum maculatum";4
903;8;"Arum transsilvanicum";3
903;8;"Callaion brevis";3
903;8;"Arum divaricatum";4
903;10;"Arum trapezuntinum";3
903;10;"Arum majoricense";3
903;10;"Callaion heterophylla";4
903;10;"Arum numidicum";2
903;10;"Arum neglectum";2
903;10;"Arum modicense";4
903;11;"Bruniera vivipara";2
903;12;"Arum orientale";3
903;13;"Callaion heterophylla";5
903;13;"Arum heldreichii";2
903;13;"Callaion brevis";2
903;13;"Arum facchinii";2
903;13;"Calla ovatifolia";2
903;14;"Arum neglectum";2
903;14;"Arum intermedium";3
903;15;"Calla ovatifolia";3
903;15;"Arum vernale";3
903;15;"Arum orientale";2
903;15;"Arum majoricense";7
903;16;"Arum gracile";2
903;16;"Arum numidicum";4
903;16;"Arum maculatum";2
903;16;"Arum pyrenaeum";2
903;16;"Arum neglectum";2
903;16;"Arum zeleborii";2
903;17;"Callaion heterophylla";2
903;17;"Bruniera vivipara";2
903;19;"Arum orientale";2
903;19;"Arum neglectum";3
903;19;"Callaion brevis";4
903;19;"Arum modicense";5
903;19;"Arum numidicum";4
903;19;"Arum intermedium";3
903;20;"Arum immaculatum";2
903;21;"Arum orientale";3
903;21;"Arum gracile";2
903;22;"Calla ovatifolia";3
903;22;"Arum transsilvanicum";2
903;22;"Arum trapezuntinum";4
903;22;"Arum modicense";4
903;22;"Arum intermedium";4
903;22;"Arum alpinum";3
903;22;"Arum immaculatum";3
903;22;"Callaion heterophylla";2
903;22;"Arum ponticum";2
903;22;"Calla palustris";2
903;22;"Arum majoricense";3
903;23;"Arum alpinum";7
903;23;"Arum foetidum";3
903;23;"Arum transsilvanicum";5
903;23;"Arum intermedium";3
903;24;"Arum maculatum";2
903;24;"Callaion palustris";3
903;24;"Calla palustris";3
903;24;"Callaion brevis";2
903;24;"Arum intermedium";4
903;25;"Arum italicum";2
903;29;"Arum trapezuntinum";2
903;29;"Arum divaricatum";2
903;29;"Arum foetidum";3
1001;1;"Bruniera vivipara";2
1001;1;"Arum orientale";2
1001;1;"Arum transsilvanicum";3
1001;1;"Arum italicum";2
1001;1;"Arum heldreichii";2
1001;1;"Arum divaricatum";2
1001;3;"Arum neglectum";2
1001;3;"Arum alpinum";3
1001;3;"Arum numidicum";4
1001;3;"Calla ovatifolia";3
1001;3;"Arum immaculatum";3
1001;3;"Arum divaricatum";3
1001;3;"Arum malyi";4
1001;4;"Arum heldreichii";2
1001;4;"Arum zeleborii";3
1001;4;"Calla brevis";3
1001;4;"Arum majoricense";2
1001;4;"Arum transsilvanicum";4
1001;4;"Calla palustris";4
1001;4;"Arum pyrenaeum";2
1001;4;"Calla ovatifolia";2
1001;4;"Bruniera vivipara";2
1001;5;"Arum pyrenaeum";2
1001;5;"Callaion palustris";3
1001;5;"Arum neglectum";2
1001;5;"Arum zeleborii";3
1001;5;"Arum facchinii";2
1001;5;"Arum heldreichii";3
1001;5;"Calla palustris";3
1001;5;"Callaion brevis";3
1001;5;"Arum majoricense";3
1001;5;"Arum trapezuntinum";2
1001;6;"Arum modicense";2
1001;6;"Callaion palustris";3
1001;6;"Bruniera vivipara";3
1001;7;"Calla brevis";3
1001;7;"Arum malyi";5
1001;7;"Arum facchinii";3
1001;7;"Arum alpinum";2
1001;7;"Calla cordifolia";2
1001;9;"Arum neglectum";4
1001;9;"Calla brevis";3
1001;9;"Arum divaricatum";3
1001;9;"Arum heldreichii";4
1001;10;"Arum divaricatum";3
1001;10;"Callaion palustris";4
1001;11;"Calla cordifolia";3
1001;12;"Calla ovatifolia";2
1001;12;"Arum malyi";2
1001;12;"Arum facchinii";3
1001;12;"Calla cordifolia";3
1001;13;"Calla cordifolia";4
1001;13;"Arum malyi";2
1001;13;"Arum italicum";2
1001;13;"Arum ponticum";3
1001;14;"Arum malyi";3
1001;14;"Arum maculatum";2
1001;14;"Arum italicum";2
1001;14;"Arum vernale";3
1001;15;"Arum provinciale";3
1001;15;"Callaion palustris";2
1001;15;"Arum foetidum";2
1001;15;"Arum divaricatum";2
1001;15;"Calla ovatifolia";2
1001;16;"Arum neglectum";4
1001;16;"Calla cordifolia";3
1001;17;"Arum italicum";3
1001;17;"Arum numidicum";2
1001;17;"Arum gracile";3
1001;17;"Arum cylindraceum";2
1001;18;"Arum neglectum";3
1001;18;"Arum maculatum";5
1001;18;"Arum modicense";2
1001;18;"Arum facchinii";4
1001;18;"Arum vernale";4
1001;18;"Arum alpinum";2
1001;18;"Arum malyi";3
1001;18;"Arum zeleborii";3
1001;18;"Arum vulgare";2
1001;18;"Arum majoricense";3
1001;18;"Calla brevis";3
1001;18;"Arum foetidum";3
1001;19;"Arum vulgare";3
1001;21;"Arum alpinum";3
1001;21;"Callaion brevis";3
1001;22;"Arum divaricatum";3
1001;22;"Arum immaculatum";5
1001;22;"Arum maculatum";2
1001;22;"Arum cylindraceum";4
1001;22;"Arum facchinii";3
1001;22;"Arum alpinum";2
1001;22;"Arum neglectum";2
1001;22;"Bruniera vivipara";2
1001;23;"Arum ponticum";2
1001;23;"Arum maculatum";2
1001;23;"Bruniera vivipara";4
1001;23;"Arum facchinii";2
1001;23;"Arum vernale";5
1001;23;"Arum transsilvanicum";3
1001;24;"Arum provinciale";3
1001;24;"Arum italicum";2
1001;24;"Arum neglectum";3
1001;24;"Arum modicense";3
1001;25;"Arum immaculatum";2
1001;25;"Arum divaricatum";3
1001;25;"Arum gracile";2
1001;25;"Arum majoricense";3
1001;25;"Arum numidicum";7
1001;25;"Callaion palustris";5
1001;25;"Arum maculatum";3
1001;27;"Arum zeleborii";4
1001;27;"Arum malyi";4
1001;28;"Callaion heterophylla";3
1001;28;"Arum pyrenaeum";2
1001;28;"Arum cylindraceum";2
1001;29;"Arum heldreichii";2
1001;29;"Arum majoricense";2
1001;30;"Arum maculatum";3
1001;30;"Arum vernale";2
1001;30;"Calla brevis";2
1002;1;"Arum maculatum";2
1002;1;"Arum pyrenaeum";2
1002;1;"Arum heldreichii";4
1002;1;"Calla brevis";3
1002;1;"Callaion bispatha";2
1002;3;"Arum intermedium";2
1002;3;"Calla ovatifolia";5
1002;3;"Arum cylindraceum";4
1002;3;"Arum majoricense";3
1002;3;"Arum neglectum";3
1002;3;"Arum numidicum";3
1002;3;"Arum maculatum";5
1002;3;"Arum foetidum";4
1002;3;"Arum orientale";2
1002;3;"Calla generalis";4
1002;3;"Calla cordifolia";3
1002;8;"Arum vulgare";3
1002;8;"Callaion palustris";3
1002;8;"Arum divaricatum";2
1002;9;"Callaion palustris";2
1002;10;"Arum maculatum";4
1002;10;"Arum foetidum";3
1002;12;"Arum orientale";2
1002;12;"Calla brevis";3
1002;12;"Arum malyi";2
1002;12;"Arum facchinii";2
1002;12;"Arum italicum";2
1002;12;"Arum provinciale";2
1002;13;"Callaion bispatha";2
1002;13;"Arum numidicum";3
1002;13;"Arum trapezuntinum";3
1002;13;"Arum gracile";4
1002;13;"Arum immaculatum";2
1002;13;"Callaion heterophylla";3
1002;13;"Arum transsilvanicum";3
1002;13;"Arum vernale";3
1002;13;"Arum vulgare";3
1002;13;"Arum facchinii";2
1002;14;"Arum neglectum";4
1002;14;"Arum transsilvanicum";3
1002;15;"Calla generalis";2
1002;15;"Arum malyi";3
1002;15;"Arum vulgare";2
1002;15;"Arum neglectum";3
1002;15;"Arum pyrenaeum";2
1002;15;"Arum majoricense";2
1002;15;"Arum modicense";4
1002;15;"Arum gracile";2
1002;15;"Arum heldreichii";2
1002;15;"Calla palustris";2
1002;15;"Arum numidicum";3
1002;16;"Arum vulgare";2
1002;16;"Arum transsilvanicum";2
1002;16;"Arum modicense";3
1002;16;"Arum maculatum";3
1002;16;"Calla brevis";2
1002;16;"Arum orientale";4
1002;16;"Callaion brevis";3
1002;16;"Arum neglectum";3
1002;16;"Arum gracile";3
1002;16;"Arum heldreichii";2
1002;16;"Arum cylindraceum";3
1002;16;"Arum facchinii";2
1002;17;"Arum zeleborii";4
1002;17;"Arum majoricense";3
1002;17;"Arum cylindraceum";2
1002;18;"Arum transsilvanicum";2
1002;18;"Callaion heterophylla";2
1002;19;"Arum orientale";2
1002;19;"Arum numidicum";2
1002;19;"Arum gracile";2
1002;19;"Calla cordifolia";3
1002;21;"Calla brevis";2
1002;21;"Callaion bispatha";5
1002;21;"Arum gracile";3
1002;21;"Arum neglectum";3
1002;21;"Arum foetidum";2
1002;21;"Arum maculatum";3
1002;21;"Calla generalis";2
1002;21;"Callaion heterophylla";2
1002;24;"Arum provinciale";4
1002;24;"Callaion brevis";6
1002;24;"Arum modicense";2
1002;24;"Arum vernale";2
1002;24;"Arum cylindraceum";2
1002;25;"Arum foetidum";3
1002;25;"Arum divaricatum";2
1002;25;"Arum cylindraceum";2
1002;25;"Arum alpinum";2
1002;26;"Calla palustris";4
1002;26;"Arum numidicum";2
1002;27;"Arum gracile";3
1002;27;"Arum provinciale";3
1002;29;"Calla brevis";3
1002;29;"Arum ponticum";3
1002;29;"Arum majoricense";3
1002;29;"Arum provinciale";2
1002;29;"Callaion brevis";2
1002;29;"Arum intermedium";3
1002;29;"Arum transsilvanicum";4
1003;1;"Arum modicense";8
1003;1;"Arum ponticum";10
1003;1;"Callaion brevis";2
1003;1;"Arum heldreichii";3
1003;1;"Arum provinciale";2
1003;1;"Arum numidicum";4
1003;1;"Callaion heterophylla";3
1003;1;"Arum immaculatum";3
1003;1;"Arum majoricense";4
1003;2;"Calla cordifolia";3
1003;2;"Arum gracile";2
1003;2;"Calla brevis";2
1003;4;"Bruniera vivipara";3
1003;4;"Arum maculatum";3
1003;5;"Arum foetidum";3
1003;5;"Arum pyrenaeum";3
1003;5;"Arum malyi";2
1003;6;"Arum numidicum";4
1003;6;"Arum intermedium";3
1003;6;"Calla cordifolia";2
1003;6;"Arum foetidum";3
1003;6;"Arum immaculatum";2
1003;7;"Arum orientale";2
1003;7;"Calla brevis";2
1003;7;"Arum heldreichii";3
1003;7;"Arum vulgare";4
1003;7;"Callaion palustris";3
1003;7;"Calla ovatifolia";3
1003;7;"Calla cordifolia";3
1003;7;"Arum gracile";6
1003;7;"Arum transsilvanicum";2
1003;8;"Arum alpinum";5
1003;8;"Arum vernale";15
1003;8;"Arum immaculatum";3
1003;8;"Arum malyi";3
1003;8;"Bruniera vivipara";3
1003;8;"Arum trapezuntinum";3
1003;9;"Arum facchinii";4
1003;9;"Calla cordifolia";3
1003;9;"Arum provinciale";2
1003;9;"Arum immaculatum";3
1003;9;"Arum maculatum";3
1003;10;"Arum gracile";3
1003;10;"Arum majoricense";3
1003;10;"Arum trapezuntinum";3
1003;10;"Arum pyrenaeum";2
1003;10;"Arum divaricatum";2
1003;10;"Arum foetidum";6
1003;10;"Arum facchinii";2
1003;10;"Calla ovatifolia";7
1003;10;"Arum ponticum";3
1003;10;"Arum transsilvanicum";2
1003;10;"Arum heldreichii";4
1003;12;"Arum neglectum";3
1003;12;"Arum intermedium";3
1003;12;"Arum pyrenaeum";2
1003;13;"Arum pyrenaeum";2
1003;13;"Arum immaculatum";2
1003;13;"Arum heldreichii";3
1003;15;"Callaion heterophylla";2
1003;15;"Arum alpinum";3
1003;19;"Arum intermedium";4
1003;20;"Arum pyrenaeum";2
1003;20;"Calla palustris";2
1003;20;"Arum transsilvanicum";3
1003;20;"Arum orientale";2
1003;20;"Arum divaricatum";2
1003;20;"Arum modicense";2
1003;23;"Arum alpinum";2
1003;23;"Arum foetidum";3
1003;23;"Arum pyrenaeum";3
1003;23;"Arum cylindraceum";2
1003;23;"Arum gracile";2
1003;24;"Arum vulgare";2
1003;24;"Callaion bispatha";3
1003;24;"Arum cylindraceum";3
1003;24;"Arum alpinum";3
1003;26;"Arum vernale";4
1003;26;"Calla palustris";5
1003;26;"Arum transsilvanicum";4
1003;28;"Calla generalis";4
1003;30;"Arum immaculatum";2
1003;30;"Arum vulgare";4
1101;3;"Calla cordifolia";3
1101;3;"Arum neglectum";2
1101;3;"Arum heldreichii";4
1101;3;"Arum italicum";3
1101;3;"Arum majoricense";5
1101;3;"Bruniera vivipara";3
1101;3;"Arum modicense";4
1101;3;"Arum pyrenaeum";2
1101;4;"Arum alpinum";4
1101;4;"Arum cylindraceum";8
1101;5;"Arum vernale";4
1101;5;"Calla palustris";2
1101;5;"Arum immaculatum";2
1101;5;"Callaion heterophylla";3
1101;5;"Arum italicum";3
1101;5;"Arum zeleborii";7
1101;6;"Arum provinciale";5
1101;6;"Arum malyi";3
1101;6;"Arum immaculatum";2
1101;7;"Arum provinciale";3
1101;7;"Callaion palustris";2
1101;7;"Arum pyrenaeum";13
1101;7;"Bruniera vivipara";2
1101;8;"Arum italicum";4
1101;8;"Arum divaricatum";4
1101;8;"Arum foetidum";3
1101;10;"Arum gracile";2
1101;10;"Calla ovatifolia";2
1101;10;"Arum ponticum";3
1101;11;"Arum gracile";3
1101;11;"Callaion heterophylla";2
1101;11;"Arum trapezuntinum";3
1101;11;"Arum cylindraceum";2
1101;11;"Arum intermedium";2
1101;11;"Arum modicense";3
1101;11;"Arum ponticum";2
1101;11;"Calla brevis";2
1101;11;"Arum heldreichii";5
1101;12;"Arum facchinii";4
1101;12;"Calla generalis";7
1101;12;"Calla brevis";2
1101;12;"Arum numidicum";3
1101;12;"Calla palustris";3
1101;12;"Arum intermedium";3
1101;12;"Arum foetidum";4
1101;12;"Arum neglectum";3
1101;12;"Arum alpinum";2
1101;16;"Arum numidicum";2
1101;16;"Callaion palustris";2
1101;16;"Arum divaricatum";3
1101;16;"Arum immaculatum";3
1101;16;"Arum cylindraceum";3
1101;19;"Calla generalis";3
1101;19;"Arum malyi";2
1101;19;"Arum heldreichii";3
1101;19;"Arum vulgare";3
1101;19;"Callaion brevis";2
1101;19;"Arum zeleborii";2
1101;20;"Calla generalis";2
1101;20;"Arum zeleborii";4
1101;20;"Arum intermedium";3
1101;20;"Arum alpinum";5
1101;20;"Calla brevis";2
1101;20;"Arum maculatum";3
1101;20;"Arum gracile";6
1101;20;"Arum numidicum";3
1101;20;"Arum modicense";2
1101;20;"Arum neglectum";2
1101;24;"Arum intermedium";4
1101;26;"Arum majoricense";3
1101;26;"Arum numidicum";3
1101;26;"Arum heldreichii";4
1101;26;"Calla cordifolia";4
1101;26;"Arum provinciale";2
1101;26;"Arum cylindraceum";3
1101;27;"Calla brevis";2
1101;27;"Arum vulgare";5
1101;27;"Arum ponticum";3
1101;27;"Arum pyrenaeum";2
1101;27;"Arum immaculatum";2
1101;27;"Arum majoricense";2
1101;28;"Arum facchinii";2
1101;28;"Arum heldreichii";2
1101;28;"Arum immaculatum";3
1101;28;"Arum italicum";3
1101;28;"Arum cylindraceum";3
1102;1;"Bruniera vivipara";4
1102;1;"Arum pyrenaeum";3
1102;1;"Callaion brevis";3
1102;1;"Arum trapezuntinum";2
1102;2;"Arum maculatum";2
1102;2;"Calla generalis";3
1102;2;"Arum numidicum";6
1102;2;"Arum majoricense";2
1102;2;"Arum zeleborii";2
1102;3;"Arum gracile";2
1102;3;"Arum vernale";3
1102;3;"Arum orientale";2
1102;3;"Calla palustris";3
1102;3;"Bruniera vivipara";3
1102;3;"Arum neglectum";4
1102;3;"Arum maculatum";4
1102;5;"Arum italicum";4
1102;5;"Arum trapezuntinum";5
1102;5;"Arum divaricatum";3
1102;5;"Arum vulgare";3
1102;5;"Arum neglectum";2
1102;5;"Arum heldreichii";2
1102;7;"Calla brevis";2
1102;7;"Arum vulgare";10
1102;7;"Arum divaricatum";3
1102;7;"Arum ponticum";4
1102;7;"Bruniera vivipara";3
1102;7;"Callaion bispatha";2
1102;7;"Arum trapezuntinum";2
1102;9;"Arum intermedium";2
